record number,datetime,season,holiday,weather,temp,humidity,windspeed,casual,registered,all_users
435,7/12/12 21:00,3,0,1,27,48,15.00,44,329,373
436,7/23/12 14:00,3,0,2,30,59,11.00,82,189,271
437,9/15/12 2:00,3,0,1,20,78,7.00,18,75,93
438,12/20/11 10:00,4,0,2,12,58,13.00,20,109,129
439,11/1/11 2:00,4,0,2,9,81,11.00,1,3,4
440,3/24/12 0:00,2,0,1,20,68,0.00,45,111,156
441,1/20/11 18:00,1,0,2,4,56,13.00,1,184,185
442,6/20/12 23:00,2,0,1,30,59,7.00,21,101,122
443,11/26/11 4:00,4,0,1,6,81,0.00,0,4,4
444,12/7/11 14:00,4,0,3,13,100,13.00,1,24,25
445,7/17/12 5:00,3,0,1,25,74,6.00,7,31,38
446,9/27/11 17:00,4,0,2,24,89,13.00,50,478,528
447,12/2/11 21:00,4,0,1,8,49,13.00,9,102,111
448,8/12/12 1:00,3,0,1,22,78,9.00,21,92,113
449,10/18/12 8:00,4,0,1,14,82,17.00,31,803,834
450,12/25/12 10:00,1,1,1,5,81,0.00,11,21,32
451,6/22/11 22:00,3,0,2,27,79,13.00,25,123,148
452,12/5/11 17:00,4,0,1,12,77,0.00,16,430,446
453,8/26/12 0:00,3,0,1,23,89,17.00,23,111,134
454,2/12/11 1:00,1,0,1,-2,86,0.00,2,22,24
455,3/17/12 20:00,1,0,1,19,64,13.00,89,181,270
456,5/19/12 10:00,2,0,1,19,43,0.00,177,275,452
457,5/24/11 0:00,2,0,2,21,94,13.00,12,23,35
458,12/9/11 22:00,4,0,1,5,87,0.00,15,113,128
459,4/1/12 12:00,2,0,2,12,67,15.00,187,258,445
460,12/25/11 6:00,1,0,1,1,75,7.00,0,1,1
461,1/19/12 2:00,1,0,1,-2,50,9.00,0,3,3
462,1/6/11 7:00,1,0,2,71,59,0.00,0,95,95
463,11/15/11 19:00,4,0,2,16,72,24.00,27,259,286
464,2/2/11 18:00,1,0,1,8,42,37.00,7,174,181
465,5/7/11 22:00,2,0,1,18,49,13.00,26,94,120
466,7/17/11 19:00,3,0,1,29,55,19.00,145,234,379
467,6/16/12 23:00,2,0,1,21,53,20.00,49,134,183
468,7/6/11 0:00,3,0,1,27,74,13.00,11,26,37
469,8/16/12 3:00,3,0,1,22,73,17.00,0,4,4
470,4/27/12 18:00,2,0,1,17,25,24.00,94,559,653
471,11/7/12 12:00,4,0,2,7,53,19.00,24,188,212
472,5/23/12 2:00,2,0,2,21,83,11.00,2,10,12
473,3/12/12 23:00,1,0,1,19,56,15.00,10,53,63
474,11/21/12 15:00,4,0,1,14,36,6.00,68,381,449
475,10/13/11 0:00,4,0,2,18,94,9.00,1,14,15
476,10/23/11 16:00,4,0,1,17,55,13.00,188,217,405
477,10/31/11 13:00,4,0,2,13,44,15.00,24,128,152
478,5/23/11 5:00,2,0,2,18,94,0.00,0,11,11
479,6/1/11 2:00,2,0,1,26,79,11.00,0,3,3
480,8/29/11 5:00,3,0,1,19,73,9.00,0,17,17
481,6/8/11 19:00,2,0,1,32,59,9.00,61,323,384
482,2/12/11 11:00,1,0,1,6,28,22.00,30,84,114
483,2/1/12 8:00,1,0,3,9,73,7.00,15,505,520
484,2/16/12 16:00,1,0,3,8,81,0.00,8,110,118
485,2/3/11 13:00,1,0,1,1,40,28.00,4,47,51
486,9/12/11 13:00,3,0,1,27,54,7.00,43,120,163
487,1/9/11 5:00,1,0,1,-5,53,13.00,0,1,1
488,8/15/12 18:00,3,0,1,28,51,15.00,80,768,848
489,7/2/12 6:00,3,0,1,26,58,7.00,4,132,136
490,12/18/12 11:00,4,0,1,15,63,15.00,58,211,269
491,11/24/11 7:00,4,1,1,4,75,7.00,9,31,40
492,6/18/11 3:00,2,0,1,21,88,6.00,4,16,20
493,10/20/12 2:00,4,0,1,13,77,7.00,9,69,78
494,11/25/12 18:00,4,0,1,4,44,11.00,9,132,141
495,7/1/11 7:00,3,0,1,24,54,7.00,24,216,240
496,12/8/12 3:00,4,0,2,9,93,7.00,6,23,29
497,3/13/11 17:00,1,0,1,13,41,24.00,98,143,241
498,1/13/12 14:00,1,0,1,4,33,37.00,10,119,129
499,3/12/12 21:00,1,0,2,18,56,15.00,22,183,205
500,5/3/11 7:00,2,0,2,18,88,15.00,17,247,264
501,10/1/11 12:00,4,0,2,11,82,17.00,28,130,158
502,8/13/12 4:00,3,0,1,23,69,7.00,0,11,11
503,10/18/12 4:00,4,0,1,13,88,15.00,0,5,5
504,5/7/11 11:00,2,0,1,19,43,0.00,132,215,347
505,7/18/11 3:00,3,0,1,24,78,13.00,3,4,7
506,3/13/11 7:00,1,0,1,9,62,13.00,2,8,10
507,8/15/12 19:00,3,0,1,26,61,9.00,124,525,649
508,10/3/11 8:00,4,0,2,9,71,7.00,13,358,371
509,3/18/12 14:00,1,0,2,16,77,6.00,218,303,521
510,6/9/11 12:00,2,0,1,37,35,13.00,40,100,140
511,2/12/12 19:00,1,0,1,-1,40,19.00,2,78,80
512,4/13/11 17:00,2,0,1,14,67,20.00,25,284,309
513,10/16/11 23:00,4,0,1,19,52,28.00,14,48,62
514,7/25/12 23:00,3,0,1,25,57,20.00,52,187,239
515,11/11/11 10:00,4,1,1,7,42,37.00,38,159,197
516,10/4/11 5:00,4,0,1,11,82,9.00,2,25,27
517,11/1/11 6:00,4,0,1,7,81,13.00,3,89,92
518,10/12/12 6:00,4,0,1,8,81,6.00,3,140,143
519,10/1/11 11:00,4,0,3,10,82,22.00,30,101,131
520,3/29/11 8:00,2,0,1,3,35,24.00,19,267,286
521,2/6/12 13:00,1,0,1,10,40,15.00,17,124,141
522,5/19/12 7:00,2,0,1,14,67,7.00,28,67,95
523,5/19/12 14:00,2,0,1,27,30,6.00,361,369,730
524,8/6/12 13:00,3,0,1,31,49,15.00,85,204,289
525,9/21/12 21:00,3,0,1,21,73,17.00,46,266,312
526,7/20/11 16:00,3,0,1,33,56,0.00,30,204,234
527,10/22/12 12:00,4,0,1,20,35,0.00,52,231,283
528,10/5/11 11:00,4,0,1,21,46,19.00,32,137,169
529,1/11/12 17:00,1,0,3,8,87,15.00,6,128,134
530,1/16/11 2:00,1,0,1,4,56,6.00,3,13,16
531,8/18/11 9:00,3,0,1,27,66,17.00,42,186,228
532,11/18/12 12:00,4,0,1,11,62,19.00,101,341,442
533,5/2/11 11:00,2,0,1,20,73,20.00,34,95,129
534,1/28/12 3:00,1,0,1,4,60,6.00,1,16,17
535,5/31/11 21:00,2,0,1,29,66,7.00,45,165,210
536,10/16/11 14:00,4,0,1,21,40,20.00,204,258,462
537,4/3/11 4:00,2,0,1,5,70,6.00,3,0,3
538,1/16/11 12:00,1,0,1,3,41,19.00,29,75,104
539,8/14/11 19:00,3,0,1,27,74,15.00,75,184,259
540,7/30/12 20:00,3,0,1,27,70,15.00,78,384,462
541,4/7/12 21:00,2,0,1,16,20,13.00,75,159,234
542,10/13/11 3:00,4,0,2,18,100,13.00,2,4,6
543,9/10/12 6:00,3,0,1,16,72,9.00,8,172,180
544,9/12/11 17:00,3,0,1,27,51,11.00,74,515,589
545,9/2/12 19:00,3,0,2,26,84,15.00,140,152,292
546,2/26/12 14:00,1,0,1,8,31,0.00,68,263,331
547,8/14/12 19:00,3,0,1,29,66,13.00,94,533,627
548,12/31/11 11:00,1,0,1,12,71,11.00,65,152,217
549,3/4/11 21:00,1,0,2,6,70,15.00,6,64,70
550,12/17/12 3:00,4,0,2,9,93,0.00,0,3,3
551,7/18/11 16:00,3,0,1,33,53,19.00,45,220,265
552,9/1/11 22:00,3,0,2,24,57,15.00,34,145,179
553,12/13/12 18:00,4,0,1,7,42,7.00,20,446,466
554,7/6/11 11:00,3,0,2,27,74,0.00,24,103,127
555,11/11/11 7:00,4,1,1,5,45,17.00,5,115,120
556,2/1/11 13:00,1,0,2,1,86,0.00,3,49,52
557,4/6/11 6:00,2,0,1,3,70,7.00,4,52,56
558,5/5/12 10:00,2,0,1,24,65,9.00,148,284,432
559,7/29/12 10:00,3,0,1,28,62,0.00,123,258,381
560,5/4/12 5:00,2,0,1,19,88,13.00,0,24,24
561,8/10/12 1:00,3,0,1,26,65,7.00,6,35,41
562,6/18/12 6:00,2,0,3,17,88,9.00,0,37,37
563,7/30/12 4:00,3,0,1,24,83,0.00,0,5,5
564,4/24/12 15:00,2,0,1,16,23,28.00,60,176,236
565,4/4/12 10:00,2,0,2,18,45,9.00,68,99,167
566,4/4/11 9:00,2,0,2,16,51,26.00,24,134,158
567,6/23/12 4:00,3,0,2,23,83,11.00,6,13,19
568,9/5/11 12:00,3,1,2,27,70,13.00,141,212,353
569,3/25/11 17:00,2,0,2,7,36,24.00,23,202,225
570,6/21/12 5:00,3,0,1,26,84,7.00,3,36,39
571,1/7/12 9:00,1,0,1,2,80,9.00,14,116,130
572,6/25/12 19:00,3,0,1,28,27,31.00,74,508,582
573,10/30/11 4:00,4,0,1,2,80,22.00,1,9,10
574,9/21/12 5:00,3,0,1,16,82,0.00,2,47,49
575,1/28/12 12:00,1,0,1,6,61,19.00,70,243,313
576,4/6/11 22:00,2,0,1,14,41,19.00,13,71,84
577,3/30/11 20:00,2,0,3,3,93,20.00,4,40,44
578,6/16/11 13:00,2,0,2,27,54,17.00,37,113,150
579,1/4/11 9:00,1,0,1,-1,64,15.00,2,98,100
580,6/11/12 23:00,2,0,2,26,58,15.00,8,72,80
581,4/26/12 5:00,2,0,2,15,63,9.00,0,17,17
582,12/23/11 10:00,1,0,1,11,62,24.00,8,95,103
583,11/7/11 13:00,4,0,1,18,49,6.00,32,157,189
584,9/7/12 18:00,3,0,1,29,62,20.00,95,697,792
585,3/16/12 8:00,1,0,2,11,87,15.00,28,533,561
586,2/12/12 4:00,1,0,2,-4,46,48.00,0,1,1
587,8/12/12 21:00,3,0,1,27,51,6.00,78,142,220
588,4/12/12 7:00,2,0,1,6,65,22.00,12,293,305
589,2/5/11 4:00,1,0,3,2,93,9.00,0,8,8
590,6/16/12 18:00,2,0,2,27,37,15.00,256,315,571
591,2/15/12 9:00,1,0,1,7,61,22.00,5,226,231
592,1/8/12 19:00,1,0,1,7,49,13.00,8,104,112
593,10/7/12 1:00,4,0,1,13,54,15.00,29,80,109
594,8/25/11 22:00,3,0,1,22,83,0.00,21,126,147
595,12/11/11 16:00,4,0,1,6,26,0.00,31,173,204
596,8/18/12 12:00,3,0,1,29,37,13.00,266,388,654
597,5/29/11 9:00,2,0,2,22,94,17.00,74,77,151
598,9/22/12 0:00,3,0,1,21,73,19.00,32,140,172
599,9/24/12 18:00,4,0,1,18,37,11.00,95,758,853
600,3/30/12 15:00,2,0,3,12,54,0.00,73,207,280
601,12/18/11 22:00,4,0,1,2,75,13.00,2,47,49
602,3/11/11 17:00,1,0,1,8,49,15.00,23,200,223
603,2/12/12 3:00,1,0,2,-4,46,46.00,0,14,14
604,10/14/12 20:00,4,0,1,18,73,15.00,48,198,246
605,6/21/11 22:00,3,0,1,26,79,7.00,12,97,109
606,7/23/11 6:00,3,0,1,31,52,9.00,6,19,25
607,3/2/11 0:00,1,0,1,2,69,11.00,3,5,8
608,11/3/12 6:00,4,0,2,7,49,13.00,4,17,21
609,3/21/12 13:00,2,0,2,18,83,0.00,81,222,303
610,10/4/12 12:00,4,0,2,27,54,13.00,57,231,288
611,11/3/11 5:00,4,0,1,7,81,9.00,1,27,28
612,1/30/11 22:00,1,0,2,3,70,13.00,2,19,21
613,1/6/12 16:00,1,0,1,17,27,19.00,35,259,294
614,8/15/12 0:00,3,0,1,26,61,13.00,8,52,60
615,2/4/11 8:00,1,0,1,-2,74,9.00,3,216,219
616,2/5/11 15:00,1,0,3,2,100,0.00,11,49,60
617,4/18/12 5:00,2,0,2,16,39,19.00,0,34,34
618,1/19/12 19:00,1,0,2,4,48,20.00,5,229,234
619,7/9/12 9:00,3,0,2,24,83,11.00,38,325,363
620,12/14/12 16:00,4,0,1,10,54,13.00,45,372,417
621,2/19/12 15:00,1,0,2,6,49,13.00,85,168,253
622,2/13/11 14:00,1,0,2,11,30,28.00,51,110,161
623,10/30/11 23:00,4,0,1,4,87,0.00,7,30,37
624,3/3/12 18:00,1,0,1,16,25,17.00,53,250,303
625,11/13/12 11:00,4,0,1,7,70,17.00,22,133,155
626,12/31/11 20:00,1,0,1,12,54,15.00,8,63,71
627,1/7/12 7:00,1,0,1,2,87,13.00,0,20,20
628,3/7/11 8:00,1,0,1,1,75,26.00,11,199,210
629,10/25/12 2:00,4,0,1,18,77,0.00,3,15,18
630,7/2/11 13:00,3,0,1,32,30,7.00,178,226,404
631,7/14/12 16:00,3,0,2,27,79,24.00,226,340,566
632,12/20/11 2:00,4,0,2,8,61,0.00,1,10,11
633,8/1/12 20:00,3,0,1,28,66,11.00,65,448,513
634,4/22/11 23:00,2,0,3,7,93,7.00,0,17,17
635,5/2/11 4:00,2,0,1,13,77,11.00,9,8,17
636,4/5/12 8:00,2,0,1,9,46,15.00,28,605,633
637,6/13/11 18:00,2,0,1,26,37,24.00,76,507,583
638,4/17/11 0:00,2,0,2,13,77,19.00,4,29,33
639,3/24/11 2:00,2,0,2,6,100,17.00,0,6,6
640,1/8/12 12:00,1,0,1,10,43,15.00,78,273,351
641,2/23/11 21:00,1,0,1,3,48,0.00,2,89,91
642,9/9/12 8:00,3,0,1,20,68,15.00,27,143,170
643,8/26/11 5:00,3,0,2,22,88,0.00,3,23,26
644,3/14/12 6:00,1,0,1,13,82,6.00,1,119,120
645,3/29/12 15:00,2,0,1,17,39,24.00,109,198,307
646,10/22/12 22:00,4,0,1,14,82,9.00,25,158,183
647,11/7/11 19:00,4,0,1,14,59,0.00,20,277,297
648,2/20/12 23:00,1,1,1,6,39,0.00,0,26,26
649,6/19/12 14:00,2,0,1,29,58,7.00,61,165,226
650,2/24/12 13:00,1,0,2,12,71,7.00,30,152,182
651,12/8/11 0:00,4,0,2,4,87,20.00,0,21,21
652,1/6/11 10:00,1,0,1,1,47,0.00,3,42,45
653,8/31/11 17:00,3,0,1,27,45,9.00,83,524,607
654,12/30/11 11:00,1,0,1,7,66,13.00,45,126,171
655,6/7/12 6:00,2,0,1,14,88,7.00,5,165,170
656,9/25/12 22:00,4,0,1,21,56,19.00,14,174,188
657,3/15/12 8:00,1,0,1,13,77,7.00,21,601,622
658,10/10/11 10:00,4,1,1,19,73,11.00,107,157,264
659,12/1/11 19:00,4,0,1,8,46,7.00,9,219,228
660,2/18/12 5:00,1,0,1,3,70,6.00,0,1,1
661,5/4/11 1:00,2,0,3,16,82,19.00,1,6,7
662,10/1/12 14:00,4,0,2,21,43,7.00,51,193,244
663,2/7/12 18:00,1,0,1,12,38,13.00,10,507,517
664,3/28/11 20:00,2,0,1,7,22,7.00,5,106,111
665,2/27/12 22:00,1,0,1,13,44,17.00,9,83,92
666,8/12/11 13:00,3,0,1,30,29,6.00,74,179,253
667,1/20/11 5:00,1,0,1,3,60,15.00,0,6,6
668,3/7/11 10:00,1,0,1,3,60,20.00,15,43,58
669,9/8/11 6:00,3,0,3,22,94,11.00,1,54,55
670,4/4/11 23:00,2,0,2,23,47,15.00,18,30,48
671,10/30/11 2:00,4,0,1,2,87,19.00,7,43,50
672,5/1/12 20:00,2,0,1,24,61,11.00,36,298,334
673,11/18/11 16:00,4,0,1,8,29,9.00,19,190,209
674,9/12/11 14:00,3,0,1,28,51,11.00,60,129,189
675,11/24/12 14:00,4,0,1,7,33,31.00,58,149,207
676,6/13/12 19:00,2,0,1,26,34,26.00,123,548,671
677,9/6/12 23:00,3,0,1,23,89,11.00,19,150,169
678,12/23/12 19:00,1,0,1,6,42,0.00,4,54,58
679,4/5/11 8:00,2,0,3,10,87,39.00,9,147,156
680,2/22/11 10:00,1,0,1,-1,69,0.00,0,44,44
681,10/7/12 16:00,4,0,3,11,82,11.00,87,246,333
682,4/20/12 2:00,2,0,1,13,88,13.00,3,18,21
683,5/19/12 19:00,2,0,1,26,39,9.00,203,229,432
684,2/27/12 21:00,1,0,1,14,36,19.00,14,181,195
685,5/26/11 4:00,2,0,1,21,88,0.00,0,2,2
686,9/21/11 20:00,3,0,3,22,94,0.00,11,148,159
687,10/6/11 21:00,4,0,1,14,88,6.00,34,160,194
688,5/25/11 13:00,2,0,1,28,55,9.00,39,163,202
689,8/31/11 11:00,3,0,1,27,42,9.00,28,142,170
690,5/7/11 20:00,2,0,1,19,43,9.00,82,137,219
691,2/27/11 6:00,1,0,1,3,87,0.00,2,1,3
692,5/29/12 17:00,2,0,1,32,46,28.00,106,673,779
693,2/19/11 19:00,1,0,1,8,29,24.00,5,54,59
694,12/31/12 5:00,1,0,1,-1,64,13.00,0,9,9
695,7/13/12 11:00,3,0,2,29,45,9.00,68,220,288
696,8/10/12 21:00,3,0,1,28,66,17.00,50,236,286
697,9/1/11 15:00,3,0,1,27,51,9.00,39,135,174
698,2/6/11 6:00,1,0,1,4,60,15.00,0,1,1
699,9/24/12 4:00,4,0,1,13,67,7.00,0,8,8
700,12/16/12 13:00,4,0,2,10,76,13.00,67,289,356
701,4/24/11 2:00,2,0,1,16,88,13.00,27,45,72
702,11/20/11 20:00,4,0,2,17,68,7.00,23,90,113
703,3/18/11 18:00,1,0,1,25,39,11.00,84,247,331
704,2/15/11 19:00,1,0,1,5,26,9.00,3,141,144
705,8/26/12 12:00,3,0,3,27,74,24.00,225,401,626
706,6/11/11 23:00,2,0,1,24,74,7.00,24,107,131
707,4/17/11 2:00,2,0,1,11,62,13.00,4,25,29
708,10/22/12 1:00,4,0,1,11,71,0.00,0,11,11
709,11/29/11 19:00,4,0,2,11,82,22.00,6,243,249
710,8/17/12 8:00,3,0,1,25,65,9.00,43,625,668
711,4/10/12 14:00,2,0,1,18,24,13.00,75,149,224
712,9/2/11 19:00,3,0,1,24,69,9.00,67,220,287
713,4/19/12 21:00,2,0,1,17,55,7.00,27,238,265
714,6/3/11 21:00,2,0,1,23,29,7.00,51,196,247
715,2/26/11 7:00,1,0,1,2,60,6.00,1,21,22
716,12/30/12 6:00,1,0,2,3,52,28.00,1,7,8
717,1/1/11 18:00,1,0,3,12,88,17.00,9,26,35
718,5/20/12 20:00,2,0,1,24,61,28.00,83,191,274
719,10/27/11 16:00,4,0,2,19,73,11.00,14,193,207
720,4/27/11 11:00,2,0,2,23,78,19.00,53,103,156
721,4/30/11 6:00,2,0,1,11,58,19.00,10,11,21
722,2/8/12 11:00,1,0,2,4,65,15.00,5,96,101
723,8/31/11 22:00,3,0,1,23,69,0.00,20,137,157
724,9/29/11 3:00,4,0,2,21,94,13.00,0,8,8
725,11/3/11 6:00,4,0,1,8,76,13.00,3,95,98
726,1/30/11 0:00,1,0,1,-1,80,7.00,0,33,33
727,1/18/11 19:00,1,0,2,2,80,9.00,1,97,98
728,5/16/11 20:00,2,0,1,20,83,0.00,31,167,198
729,10/15/11 22:00,4,0,1,16,36,9.00,45,121,166
730,10/12/11 18:00,4,0,3,18,94,9.00,11,161,172
731,6/9/11 20:00,2,0,2,31,43,13.00,40,214,254
732,4/2/12 10:00,2,0,1,11,50,35.00,85,118,203
733,5/14/12 2:00,2,0,1,21,60,20.00,1,1,2
734,9/21/11 1:00,3,0,1,18,94,0.00,0,17,17
735,7/19/12 19:00,3,0,1,33,44,17.00,53,480,533
736,12/16/11 15:00,4,0,2,7,45,20.00,12,139,151
737,3/30/12 4:00,2,0,1,8,53,6.00,1,1,2
738,11/28/12 11:00,4,0,1,7,45,11.00,19,127,146
739,8/4/12 6:00,3,0,1,26,84,15.00,12,37,49
740,9/7/11 21:00,3,0,3,23,89,6.00,4,34,38
741,9/22/11 0:00,3,0,1,21,94,7.00,11,30,41
742,8/16/11 6:00,3,0,1,22,73,22.00,4,115,119
743,7/16/11 20:00,3,0,1,27,51,15.00,108,188,296
744,3/7/11 23:00,1,0,1,5,48,0.00,0,22,22
745,12/18/11 3:00,4,0,1,2,55,15.00,2,16,18
746,3/12/12 4:00,1,0,1,8,61,13.00,0,2,2
747,11/29/11 20:00,4,0,2,10,87,17.00,8,176,184
748,6/22/11 11:00,3,0,1,28,70,11.00,37,106,143
749,2/4/12 6:00,1,0,1,2,87,9.00,1,4,5
750,7/28/11 18:00,3,0,1,33,56,15.00,55,428,483
751,2/11/12 18:00,1,0,2,2,47,44.00,3,105,108
752,5/21/12 3:00,2,0,2,19,88,20.00,0,2,2
753,3/27/12 10:00,2,0,1,4,35,15.00,20,118,138
754,5/17/11 22:00,2,0,2,18,88,19.00,12,86,98
755,11/7/12 5:00,4,0,2,5,52,22.00,0,27,27
756,7/14/11 4:00,3,0,1,22,53,17.00,0,6,6
757,5/16/11 6:00,2,0,1,17,88,11.00,11,93,104
758,7/21/12 6:00,3,0,3,20,88,17.00,3,12,15
759,7/19/11 8:00,3,0,2,29,70,11.00,31,380,411
760,3/20/11 2:00,1,0,1,6,52,19.00,6,24,30
761,6/16/12 11:00,2,0,1,24,39,11.00,213,353,566
762,11/27/12 11:00,4,0,3,6,87,20.00,6,59,65
763,8/12/11 19:00,3,0,1,28,42,15.00,101,284,385
764,12/24/12 9:00,1,0,2,3,65,7.00,17,68,85
765,3/1/12 14:00,1,0,1,20,35,15.00,37,173,210
766,1/15/12 5:00,1,0,2,-1,47,22.00,0,5,5
767,2/25/11 15:00,1,0,1,14,41,54.00,5,49,54
768,4/16/12 9:00,2,1,1,22,69,15.00,59,238,297
769,2/4/11 18:00,1,0,2,3,60,7.00,3,152,155
770,10/24/11 15:00,4,0,1,19,60,11.00,52,123,175
771,6/10/11 22:00,2,0,1,27,74,17.00,40,145,185
772,12/7/11 12:00,4,0,3,13,100,9.00,4,29,33
773,12/12/11 19:00,4,0,1,5,61,6.00,9,229,238
774,3/21/12 0:00,2,0,1,17,88,0.00,4,28,32
775,4/18/12 0:00,2,0,1,18,32,11.00,3,35,38
776,1/11/11 22:00,1,0,3,-1,93,7.00,1,28,29
777,1/4/11 4:00,1,0,1,-2,63,6.00,0,2,2
778,7/15/12 1:00,3,0,2,25,89,9.00,49,119,168
779,11/24/11 8:00,4,1,1,6,65,6.00,4,42,46
780,1/22/12 6:00,1,0,2,-1,74,15.00,0,4,4
781,3/15/12 9:00,1,0,1,15,77,6.00,30,284,314
782,10/20/11 21:00,4,0,1,13,51,20.00,16,149,165
783,3/30/12 13:00,2,0,3,11,50,0.00,42,198,240
784,2/9/12 2:00,1,0,1,2,80,9.00,0,2,2
785,4/22/11 3:00,2,0,1,9,53,20.00,0,2,2
786,9/11/12 21:00,3,0,1,19,60,7.00,28,282,310
787,4/20/11 13:00,2,0,1,26,48,26.00,42,134,176
788,4/25/11 15:00,2,0,1,28,51,15.00,50,125,175
789,11/23/12 4:00,4,0,1,3,75,7.00,1,3,4
790,2/4/11 7:00,1,0,1,-2,59,0.00,0,86,86
791,9/5/12 14:00,3,0,1,32,56,7.00,34,177,211
792,8/1/11 3:00,3,0,1,26,79,11.00,0,4,4
793,1/10/12 0:00,1,0,2,2,87,7.00,0,14,14
794,11/26/11 0:00,4,0,1,8,76,7.00,9,38,47
795,6/2/11 12:00,2,0,1,29,25,31.00,39,193,232
796,1/9/12 8:00,1,0,2,2,55,6.00,13,406,419
797,11/11/12 1:00,4,0,1,8,76,6.00,26,82,108
798,11/23/12 23:00,4,0,1,12,38,30.00,20,47,67
799,12/19/12 4:00,4,0,1,3,75,9.00,1,6,7
800,8/11/11 1:00,3,0,1,26,45,9.00,9,17,26
801,9/10/11 13:00,3,0,1,28,55,19.00,130,239,369
802,7/31/11 17:00,3,0,1,37,16,11.00,114,206,320
803,9/14/12 17:00,3,0,1,27,51,13.00,137,757,894
804,3/26/12 23:00,2,0,1,8,25,35.00,2,46,48
805,6/5/11 8:00,2,0,2,21,73,17.00,24,74,98
806,3/27/11 13:00,2,0,1,6,39,15.00,47,100,147
807,3/5/11 20:00,1,0,2,13,77,22.00,12,58,70
808,12/15/11 19:00,4,0,2,17,59,19.00,13,273,286
809,2/5/12 2:00,1,0,2,3,93,7.00,4,59,63
810,11/24/12 2:00,4,0,1,7,39,41.00,10,22,32
811,12/21/12 22:00,1,0,1,4,44,20.00,6,57,63
812,11/10/12 17:00,4,0,1,16,45,13.00,183,318,501
813,3/2/12 6:00,1,0,1,6,70,0.00,4,88,92
814,10/21/12 21:00,4,0,1,12,54,11.00,42,124,166
815,4/9/12 6:00,2,0,1,12,26,15.00,3,108,111
816,4/22/12 6:00,2,0,2,13,72,22.00,6,6,12
817,8/4/12 5:00,3,0,1,26,84,15.00,1,16,17
818,12/15/11 4:00,4,0,2,7,70,15.00,0,6,6
819,12/10/11 12:00,4,0,1,7,45,28.00,48,235,283
820,2/20/11 19:00,1,0,2,8,36,9.00,3,39,42
821,5/12/11 6:00,2,0,1,13,88,0.00,9,102,111
822,10/25/11 1:00,4,0,1,13,77,9.00,5,6,11
823,7/16/12 14:00,3,0,1,35,42,7.00,53,159,212
824,11/8/12 12:00,4,0,1,11,24,33.00,33,202,235
825,7/19/11 6:00,3,0,2,27,74,7.00,8,126,134
826,11/4/11 1:00,4,0,2,11,82,0.00,1,16,17
827,12/12/11 12:00,4,0,1,5,52,7.00,7,138,145
828,4/12/12 4:00,2,0,1,6,61,15.00,0,1,1
829,7/30/12 5:00,3,0,1,24,83,7.00,4,43,47
830,12/20/12 17:00,4,0,2,8,66,13.00,25,450,475
831,11/12/12 16:00,4,1,1,19,64,11.00,87,347,434
832,5/27/12 16:00,2,0,1,30,52,19.00,258,243,501
833,12/24/11 10:00,1,0,1,6,42,33.00,4,52,56
834,7/17/12 17:00,3,0,1,37,29,0.00,95,675,770
835,6/6/11 7:00,2,0,1,22,78,7.00,18,277,295
836,1/7/11 16:00,1,0,2,1,37,11.00,5,82,87
837,12/29/12 22:00,1,0,2,4,60,31.00,3,51,54
838,4/20/11 11:00,2,0,1,22,69,6.00,31,87,118
839,10/21/12 0:00,4,0,1,13,54,11.00,35,119,154
840,4/14/12 0:00,2,0,1,11,58,9.00,11,85,96
841,5/10/12 11:00,2,0,1,17,48,35.00,77,179,256
842,11/7/11 18:00,4,0,1,14,59,7.00,18,407,425
843,11/10/12 10:00,4,0,1,11,58,0.00,86,264,350
844,11/11/11 0:00,4,1,1,8,53,17.00,10,56,66
845,1/9/12 15:00,1,0,3,2,75,11.00,5,63,68
846,12/29/12 18:00,1,0,1,6,70,13.00,8,102,110
847,1/31/11 11:00,1,0,2,-1,59,13.00,2,46,48
848,10/27/12 22:00,4,0,2,17,72,17.00,41,116,157
849,7/28/11 17:00,3,0,1,33,53,13.00,45,423,468
850,9/13/11 3:00,3,0,1,20,83,0.00,2,2,4
851,4/18/11 5:00,2,0,1,11,76,6.00,0,16,16
852,7/2/11 9:00,3,0,1,28,51,6.00,55,124,179
853,1/6/12 3:00,1,0,1,2,69,7.00,1,3,4
854,11/9/11 20:00,4,0,1,13,77,0.00,18,201,219
855,3/8/11 22:00,1,0,1,141,49,15.00,11,44,55
856,8/25/12 5:00,3,0,2,23,73,11.00,4,10,14
857,5/26/12 19:00,2,0,2,28,66,15.00,159,214,373
858,6/8/11 12:00,2,0,1,35,42,9.00,15,134,149
859,11/21/11 7:00,4,0,2,14,94,11.00,17,229,246
860,1/1/11 9:00,1,0,1,7,76,0.00,8,6,14
861,6/20/12 18:00,2,0,1,36,37,0.00,81,591,672
862,3/29/11 4:00,2,0,1,1,44,11.00,1,1,2
863,5/30/12 15:00,2,0,1,27,51,9.00,54,221,275
864,7/21/11 20:00,3,0,1,33,71,15.00,38,198,236
865,9/28/11 18:00,4,0,3,24,83,17.00,65,459,524
866,5/22/11 17:00,2,0,1,26,58,17.00,93,212,305
867,4/10/12 20:00,2,0,1,14,28,26.00,34,247,281
868,2/22/12 12:00,1,0,1,11,62,19.00,21,186,207
869,12/28/12 12:00,1,0,2,6,49,9.00,72,150,222
